22.848,80.13,4.7484,20.295,0,3.4639
26.154,76.007,6.4649,17.925,0,3.962
31.99,70.563,8.3107,14.696,0,4.5844
39.593,63.681,10.49,10.937,0,3.5515
46.048,57.163,13.132,7.0955,0,4.0212
52.399,48.19,16.095,4.8036,0,3.7103
57.403,39.778,19.229,3.9432,0,4.0326
65.258,30.637,22.327,3.2485,0,4.2478
71.84,23.217,23.799,2.8389,0,3.1984
77.189,17.11,25.089,3.0892,0,2.8854
81.042,13.361,25.804,3.2928,0,3.6083
86.01,9.9943,24.107,3.5438,0,3.1314
88.977,7.2402,21.557,3.1022,0,2.9835
92.831,5.309,18.894,3.4601,0,2.6576
93.978,3.8269,14.843,4.0754,0,0.5949
94.482,2.7494,12.048,4.4085,0,1.0228
97.781,1.9302,10.117,5.8822,0,0.8981
94.978,1.2324,7.0837,7.9342,0,0.5177
96.051,0.8025,5.0182,7.8397,0,0.7286
94.956,0.3608,3.6227,9.995,0,0.757
92.069,0,1.9989,9.9386,0,0.1311
92.328,0,1.1852,12.674,0,1.4259
93.65,0,0.6219,15.489,0,1.9787
91.597,0,0,17.048,0,3.6067
93.828,0,0,16.911,0,5.5911
91.316,0,0,17.436,0,7.9419
91.706,0,0,18.936,0,12.292
91.625,0,0.0372,18.208,0,16.19
90.661,0,0.7377,18.137,0,20.296
84.922,0,0.8634,17.479,0,20.455
